品名,户型,价格,用户点评,品名链接,详情链接,户型链接,点评链接,看房团链接,物业类别,项目特色,建筑类别,装修状况,产权年限,环线位置,销售状态,楼盘优惠,开盘时间,交房时间,售楼地址,咨询电话,占地面积,建筑面积,容积率,绿化率,停车位,楼栋总数,总户数,物业公司,物业费
泷湾,4室3厅1厨5卫 279.00㎡(建面)|4室3厅1厨5卫 279.00㎡(建面)|4室3厅1厨5卫 279.00㎡(建面)|4室3厅1厨5卫 286.00㎡(建面)|4室3厅1厨5卫 286.00㎡(建面)|4室3厅1厨5卫 286.00㎡(建面)|5室3厅1厨6卫 314.00㎡(建面)|5室3厅1厨6卫 314.00㎡(建面)|5室3厅1厨6卫 314.00㎡(建面)|5室3厅1厨6卫 326.00㎡(建面)|5室3厅1厨6卫 326.00㎡(建面)|5室3厅1厨6卫 326.00㎡(建面)|,待定,4.36,http://longwan021.fang.com/,http://longwan021.fang.com/house/1211187958/housedetail.htm,http://longwan021.fang.com/photo/list_900_1211187958.htm,http://longwan021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,联排,毛坯,联排:70年,外环以外,待售,暂无,待定[开盘时间详情],2015年12月30日已交付,上海市青浦区业前路1688弄,400-890-0000转815082,144482平方米,151126平方米,1.02,35%,暂无资料,509栋,509户,家利物业管理（上海）有限公司,3.90元/㎡·月
正荣御首府,2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|2室2厅1厨2卫 100.00㎡(建面)|3室2厅1厨1卫 113.00㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|2室2厅1厨2卫 98.00㎡(建面)|3室2厅1厨1卫 126.00㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|2室2厅1厨2卫 97.00㎡(建面)|2室2厅1厨2卫 100.00㎡(建面)|,均价约25000元/平方米,3.91,http://yushoufuzr.fang.com/,http://yushoufuzr.fang.com/house/1211153422/housedetail.htm,http://yushoufuzr.fang.com/photo/list_900_1211153422.htm,http://yushoufuzr.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产特色别墅,板楼板塔结合低层小高层高层,"毛坯,非毛坯",项目:70年70年,外环以外,在售,暂无,待定[开盘时间详情],二期预计2018年9月交房,上海市金山区龙轩路1998弄15号,400-890-0000转806483,103737平方米,166000平方米,1.6,35%,地面车位150个，地下车位885个。,114栋,1618户,正荣江西物业有限公司上海分公司,1.85元/㎡·月
湖畔天下瑞泷,4室2厅1厨5卫 189.00㎡(建面)|4室3厅1厨6卫 197.00㎡(建面)|4室2厅1厨5卫 197.00㎡(建面)|4室3厅1厨6卫 197.00㎡(建面)|4室3厅1厨6卫 227.00㎡(建面)|,待定,3.54,http://hupantianxia.fang.com/,http://hupantianxia.fang.com/house/1211087878/housedetail.htm,http://hupantianxia.fang.com/photo/list_900_1211087878.htm,http://hupantianxia.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,复合地产,联排,毛坯[104套装修案例],联排:70年,外环以外,待售,暂无,已于2016年10月24日加推[开盘时间详情],2017年年底已交房,上海市嘉定区南翔镇芳仁路68号,400-890-0000转629360,211620平方米,480305平方米,1.53,35%,车位配比1:2,698栋,285户,家利物业管理（深圳）有限公司上海湖畔名邸物业管理分公司,暂无资料
君庭,7室3厅2厨3卫 1300.00㎡(建面)|4室2厅1厨4卫 800.00㎡(建面)|7室3厅2厨3卫 1350.00㎡(建面)|7室3厅1厨3卫 1400.00㎡(建面)|7室3厅1厨3卫 1500.00㎡(建面)|7室3厅1厨3卫 1800.00㎡(建面)|7室3厅2厨3卫 2050.00㎡(建面)|7室3厅2厨3卫 2050.00㎡(建面)|,约28000万元/套起,4.41,http://junting021.fang.com/,http://junting021.fang.com/house/1210613360/housedetail.htm,http://junting021.fang.com/photo/list_900_1210613360.htm,http://junting021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房国际化社区,独栋,非毛坯,独栋:70年,中内环间,在售,暂无,1#10#11#等2008年9月29日已开盘[开盘时间详情],2009年9月30已交房,浦东新区银柳路385弄,400-890-0000转655826,75440平方米,18463平方米,0.24,60%,君庭独栋别墅每户地下停车位3个，车位比为1:3,21栋,21户,上海信居物业管理有限公司,14.78元/㎡·月
恒大佘山首府（备案名：佘北家园荟萃园）,4室2厅1厨3卫 218.16㎡(建面)|4室3厅1厨4卫 220.00㎡(建面)|4室2厅1厨3卫 224.00㎡(建面)|1室2厅1厨1卫 60.00㎡(建面)|2室2厅1厨1卫 79.00㎡(建面)|2室2厅1厨1卫 80.00㎡(建面)|2室2厅1厨1卫 83.00㎡(建面)|3室2厅1厨2卫 124.00㎡(建面)|3室2厅1厨2卫 156.88㎡(建面)|4室2厅1厨2卫 144.00㎡(建面)|4室2厅1厨2卫 147.00㎡(建面)|4室2厅1厨2卫 148.00㎡(建面)|,均价约40000元/平方米,3.6,http://sheshanshoufuhd.fang.com/,http://sheshanshoufuhd.fang.com/house/1211188796/housedetail.htm,http://sheshanshoufuhd.fang.com/photo/list_900_1211188796.htm,http://sheshanshoufuhd.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",品牌地产,板楼多层高层,暂无,70年花园洋房:70年,外环以外,在售,暂无,已于2016年8月6加推11#、12#、1#、2#、6#、7#[开盘时间详情],2017年12月30日1#、2#、6#、7#交房入住,松江区勋业东路300弄,400-890-0000转815248,40129平方米,99799平方米,1.8,35%,恒大佘山首府（备案名：佘北家园荟萃园）有停车位424个，地上停车位5个，地下停车位419个。,26栋,527户,上海金碧物业管理有限公司,3.00元/㎡·月
中国铁建香榭国际,3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨2卫 123.00㎡(建面)|4室2厅1厨2卫 119.00㎡(建面)|3室2厅1厨2卫 89.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨2卫 122.00㎡(建面)|4室2厅1厨2卫 123.00㎡(建面)|3室3厅1厨2卫 112.00㎡(建面)|3室3厅1厨2卫 134.00㎡(建面)|3室3厅1厨3卫 137.00㎡(建面)|4室3厅1厨4卫 161.00㎡(建面)|,均价约38000元/平方米,4.39,http://xiangxieguojizgtj.fang.com/,http://xiangxieguojizgtj.fang.com/house/1210125838/housedetail.htm,http://xiangxieguojizgtj.fang.com/photo/list_900_1210125838.htm,http://xiangxieguojizgtj.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产地铁沿线,板楼多层高层,"毛坯,非毛坯",70年叠拼:70年,外环以外,在售,暂无,2018年4月21日已加推[开盘时间详情],141#等预计2019年5月底交房,奉贤西闸公路与扶兰路交汇处,400-890-0000转842499,110074平方米,332308平方米,1.8,35%,停车位共2176个，其中地上56个，地下2120个。,46栋,1827户,中铁建（北京）物业管理有限公司上海分公司,暂无资料
高尔夫社区汤泉美地城,3室2厅1厨2卫 120.00㎡(建面)|4室2厅1厨2卫 143.00㎡(建面)|,约19800元/平方米起,3.94,http://meidichengshxth.fang.com/,http://meidichengshxth.fang.com/house/1211078158/housedetail.htm,http://meidichengshxth.fang.com/photo/list_900_1211078158.htm,http://meidichengshxth.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,低密居所特色别墅,板楼板塔结合小高层高层低层,"毛坯,非毛坯",70年,外环以外,在售,暂无,2018年5月13日五期加推[开盘时间详情],五期预计2020年6月底交付,金山区金石北路6800弄1200号,400-890-0000转624336,1200000平方米,864000平方米,0.72,50%,车位共380个。,25栋,3500户,上海中远物业有限公司,3.00元/㎡·月
大宁金茂府,2室2厅1厨1卫 96.00㎡(建面)|3室2厅1厨2卫 112.00㎡(建面)|3室2厅1厨2卫 119.00㎡(建面)|3室2厅1厨2卫 129.00㎡(建面)|3室2厅1厨2卫 185.00㎡(建面)|3室2厅1厨2卫 203.00㎡(建面)|3室2厅1厨2卫 203.00㎡(建面)|3室2厅1厨2卫 204.00㎡(建面)|3室2厅1厨2卫 204.00㎡(建面)|3室2厅1厨2卫 204.00㎡(建面)|4室2厅1厨2卫 159.00㎡(建面)|4室2厅1厨2卫 162.00㎡(建面)|,待定,4,http://daningjinmaofu.fang.com/,http://daningjinmaofu.fang.com/house/1211137916/housedetail.htm,http://daningjinmaofu.fang.com/photo/list_900_1211137916.htm,http://daningjinmaofu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,板楼低层多层高层,非毛坯,70年,中内环间,待售,暂无,2018年4月21日已加推[开盘时间详情],预计2019年年底交房,静安区彭江路333号,400-890-0000转814476,96039平方米,216110平方米,2.2,35%,大宁金茂府车位总数1818个。,13栋,1158户,中化金茂物业管理有限公司,5.95元/㎡·月
安亭瑞仕锦庭,3室2厅1厨2卫 122.18㎡(建面)|2室2厅1厨1卫 89.54㎡(建面)|2室2厅1厨1卫 99.22㎡(建面)|2室2厅1厨1卫 101.23㎡(建面)|3室2厅1厨2卫 159.27㎡(建面)|4室2厅1厨2卫 164.95㎡(建面)|,均价约31500元/平方米,3.87,http://ruishijintingat.fang.com/,http://ruishijintingat.fang.com/house/1210125278/housedetail.htm,http://ruishijintingat.fang.com/photo/list_900_1210125278.htm,http://ruishijintingat.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,经适房",景观居所,板楼高层,毛坯[8套装修案例],70年经适房:70年,外环以外,在售,暂无,2017年7月7日已开盘[开盘时间详情],待定,安研路67弄1-26号,400-890-0000转836548,46511平方米,134707平方米,2.17,45%,共968个（地上256个/地下712个），车位比1:1,7栋,960户,上海上实物业管理有限公司,暂无资料
金地双都汇,3室2厅1厨2卫 89.00㎡(建面)|4室2厅1厨3卫 116.00㎡(建面)|4室3厅1厨3卫 125.00㎡(建面)|,待定,3.59,http://shuangduhuijd.fang.com/,http://shuangduhuijd.fang.com/house/1210125700/housedetail.htm,http://shuangduhuijd.fang.com/photo/list_900_1210125700.htm,http://shuangduhuijd.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产,板楼多层小高层,暂无,70年叠拼:70年,外环以外,待售,暂无,2017年4月15日已开盘113#、116#等[开盘时间详情],预计2019年5月31日交付50-116#,松江区新桥镇陈春路677号,400-890-0000转817489,65000平方米,130000平方米,1.4,35%,共1108个车位，地上109个，地下999个,116栋,923户,上海金地物业服务有限公司,3.20元/㎡·月
深城投十一街区,2室2厅1厨1卫 73.00㎡(建面)|3室2厅1厨1卫 81.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|,均价约42000元/平方米,4.51,http://11jiequsct.fang.com/,http://11jiequsct.fang.com/house/1210124564/housedetail.htm,http://11jiequsct.fang.com/photo/list_900_1210124564.htm,http://11jiequsct.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,复合地产,板楼多层高层,毛坯,70年,外环以外,在售,暂无,2018年5月5日开盘[开盘时间详情],预计2019年5月30日前,嘉定区阿克苏路66弄3号,400-890-0000转832289,41986平方米,120000平方米,2.04,22%,共818个停车位，车位配比1:1.28,19栋,641户,上海鹏新物业,3.50元/㎡·月
宝邸院墅,5室3厅1厨3卫 310.00㎡(建面)|,约1050万元/套起,4.47,http://baodiyuanshu.fang.com/,http://baodiyuanshu.fang.com/house/1210126274/housedetail.htm,http://baodiyuanshu.fang.com/photo/list_900_1210126274.htm,http://baodiyuanshu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房,独栋联排双拼,毛坯,独栋:70年联排:70年双拼:70年,外环以外,在售,暂无,2017年10月26日1-3#、4-13#等60套开盘[开盘时间详情],2014年6月30日1-3#、4-13#等60户已交房,宝山罗泾潘沪路188弄,400-890-0000转846024,47442平方米,91899平方米,1.3,40.50%,共516个停车位，车位配比1:0.87,68栋,592户,顾村物业公司,暂无资料
九龙仓滨江壹十八,4室2厅1厨5卫 296.00㎡(建面)|5室2厅1厨6卫 410.00㎡(建面)|3室2厅1厨3卫 236.00㎡(建面)|4室2厅1厨3卫 257.00㎡(建面)|4室2厅1厨4卫 288.00㎡(建面)|4室2厅1厨5卫 340.00㎡(建面)|4室2厅1厨5卫 365.00㎡(建面)|5室2厅1厨6卫 350.00㎡(建面)|,待定,4.56,http://binjiang18jlc.fang.com/,http://binjiang18jlc.fang.com/house/1211204950/housedetail.htm,http://binjiang18jlc.fang.com/photo/list_900_1211204950.htm,http://binjiang18jlc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼高层,非毛坯,项目70年,内环以内,待售,暂无,18#6#7#已于2016年9月30日加推[开盘时间详情],3#等已于2017年12月底交付,上海市浦东新区浦明路1199号（近张家浜路）,400-890-0000转822956,54415平方米,181545平方米,2.5,35%,停车位约为700个，车位比1:1.5,12栋,472户,九龙仓物业管理,12.00元/㎡·月
金地天境,3室2厅1厨3卫 120.00㎡(建面)|4室2厅1厨3卫 125.00㎡(建面)|4室2厅1厨3卫 142.00㎡(建面)|4室2厅1厨3卫 140.00㎡(建面)|4室2厅1厨3卫 146.00㎡(建面)|4室2厅1厨3卫 160.00㎡(建面)|4室3厅2厨5卫 360.00㎡(建面)|4室2厅1厨4卫 380.00㎡(建面)|5室2厅2厨4卫 156.00㎡(建面)|,待定,4.15,http://sheshantianjingjd.fang.com/,http://sheshantianjingjd.fang.com/house/1210921636/housedetail.htm,http://sheshantianjingjd.fang.com/photo/list_900_1210921636.htm,http://sheshantianjingjd.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房,联排,叠拼",品牌地产低密居所特色别墅,板楼低层多层小高层高层,"毛坯,非毛坯",项目花园洋房:70年叠拼:70年70年联排:70年,外环以外,待售,暂无,2017年8月5日加推[开盘时间详情],101-103#等预计于2018年9月下旬交房,青浦区赵巷嘉松中路6888弄,400-890-0000转660925,210228平方米,350442平方米,1,51.90%,金地天境每户拥有双车位，部分配置3车位,229栋,947户,金地物业,5.80元/㎡·月
御品园林,3室4厅1厨4卫 473.00㎡(建面)|4室4厅1厨4卫 477.00㎡(建面)|4室5厅1厨4卫 500.00㎡(建面)|4室5厅1厨4卫 560.00㎡(建面)|5室5厅1厨5卫 654.00㎡(建面)|,均价约62000元/平方米,3.91,http://yupinyuanlin.fang.com/,http://yupinyuanlin.fang.com/house/1210801940/housedetail.htm,http://yupinyuanlin.fang.com/photo/list_900_1210801940.htm,http://yupinyuanlin.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房景观居所,独栋,毛坯,独栋:70年,外环以外,在售,暂无,2018年5月22日已加推[开盘时间详情],预计2019年6月交付,青浦区徐南路1188弄,400-890-0000转655563,307981平方米,165338平方米,0.27,51.50%,御品园林停车位每户1个车位。,284栋,284户,上海上房物业管理有限公司,5.20元/㎡·月
棕榈滩高尔夫别墅,6室2厅1厨4卫 421.95㎡(建面)|5室3厅1厨4卫 332.19㎡(建面)|5室3厅1厨4卫 368.00㎡(建面)|5室3厅1厨3卫 411.00㎡(建面)|5室2厅1厨4卫 352.00㎡(建面)|6室3厅1厨4卫 408.81㎡(建面)|6室2厅1厨5卫 415.53㎡(建面)|,约1200万元/套起,3.72,http://zonglvtangaoerfu.fang.com/,http://zonglvtangaoerfu.fang.com/house/1210509622/housedetail.htm,http://zonglvtangaoerfu.fang.com/photo/list_900_1210509622.htm,http://zonglvtangaoerfu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,低密居所特色别墅海景地产,独栋双拼,毛坯,独栋:70年双拼:70年,外环以外,在售,暂无,2013年3月15日已加推[开盘时间详情],,奉贤区金汇塘路88号,400-890-0000转655943,2000010平方米,500000平方米,0.25,35%,棕榈滩高尔夫别墅停车位配比1：2,360栋,360户,豪生酒店管理有限公司(顾问),4.00元/㎡·月
锦秋御尚,5室3厅1厨5卫 206.00㎡(建面)|1室1厅1厨1卫 58.45㎡(建面)|1室2厅1厨1卫 60.90㎡(建面)|1室2厅1厨1卫 61.50㎡(建面)|1室2厅1厨1卫 63.00㎡(建面)|2室2厅1厨1卫 79.75㎡(建面)|2室2厅1厨1卫 81.00㎡(建面)|2室2厅1厨1卫 90.54㎡(建面)|2室2厅1厨1卫 90.54㎡(建面)|2室2厅1厨1卫 91.00㎡(建面)|2室2厅1厨1卫 92.00㎡(建面)|2室2厅1厨1卫 92.07㎡(建面)|,约1300万元/套起,3.73,http://jinqiuyushang.fang.com/,http://jinqiuyushang.fang.com/house/1211054850/housedetail.htm,http://jinqiuyushang.fang.com/photo/list_900_1211054850.htm,http://jinqiuyushang.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,联排",地铁沿线,板楼低层多层,"毛坯,非毛坯",联排:70年70年,中外环间,在售,暂无,48-63#于2016年4月30日开盘[开盘时间详情],2017年6月30日已交房,宝山区锦秋路695弄70号,400-890-0000转661923,24500平方米,24972平方米,0.85,45%,共172个停车位，车位配比1:0.37,75栋,498户,锦秋物业（上海）有限公司,1.75元/㎡·月
碧桂园玫瑰公馆,5室2厅1厨3卫 163.00㎡(建面)|5室2厅1厨3卫 169.00㎡(建面)|2室2厅1厨1卫 77.00㎡(建面)|2室2厅1厨1卫 83.00㎡(建面)|2室2厅1厨1卫 84.00㎡(建面)|3室2厅1厨1卫 91.00㎡(建面)|3室2厅1厨1卫 95.00㎡(建面)|,约380万元/套起,3.93,http://meiguigongguanbgy.fang.com/,http://meiguigongguanbgy.fang.com/house/1210125716/housedetail.htm,http://meiguigongguanbgy.fang.com/photo/list_900_1210125716.htm,http://meiguigongguanbgy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"花园洋房,联排",品牌地产特色别墅,板楼低层多层,"毛坯,非毛坯",花园洋房:70年联排:70年,外环以外,在售,暂无,2017年6月10日5#等已开盘[开盘时间详情],预计2018年6月交房,上海市金山区枫泾镇润兴路8弄30号,400-890-0000转802052,22587平方米,22605平方米,1.01,35%,待定,11栋,244户,碧桂园物业管理有限公司,3.80元/㎡·月
苏河融景,1室2厅1厨2卫 90.00㎡(建面)|2室2厅1厨1卫 71.00㎡(建面)|2室1厅1厨1卫 90.00㎡(建面)|2室1厅1厨1卫 95.00㎡(建面)|2室2厅1厨1卫 101.00㎡(建面)|3室2厅1厨2卫 136.00㎡(建面)|3室2厅1厨2卫 138.00㎡(建面)|3室2厅1厨2卫 145.00㎡(建面)|4室2厅1厨2卫 162.00㎡(建面)|4室2厅1厨2卫 162.00㎡(建面)|4室2厅1厨2卫 177.00㎡(建面)|4室2厅1厨2卫 177.00㎡(建面)|,待定,4.02,http://suherongjing.fang.com/,http://suherongjing.fang.com/house/1211200344/housedetail.htm,http://suherongjing.fang.com/photo/list_900_1211200344.htm,http://suherongjing.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,公园地产,塔楼高层,暂无,70年,内环以内,待售,暂无,5#-8#已于2016年5月11日加推[开盘时间详情],2017年1月30号已全部交付,上海市闸北区汉中路273号,400-890-0000转819532,22423平方米,91369平方米,3.42,35.10%,苏河融景车位数量共368个，地上车位335个，地下车位33个，车位比为1:0.67。,7栋,549户,上海豪仁物业管理有限公司,5.10元/㎡·月
融信铂湾别墅,3室2厅1厨3卫 176.00㎡(建面)|5室2厅1厨4卫 204.00㎡(建面)|3室2厅1厨3卫 160.00㎡(建面)|3室2厅1厨3卫 160.00㎡(建面)|4室2厅1厨3卫 158.00㎡(建面)|,待定,4,http://yusheshanrx.fang.com/,http://yusheshanrx.fang.com/house/1211125060/housedetail.htm,http://yusheshanrx.fang.com/photo/list_900_1211125060.htm,http://yusheshanrx.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,花园洋房联排叠拼,"毛坯,非毛坯",项目花园洋房:70年叠拼:70年联排:70年,外环以外,待售,暂无,2016年3月30日101#等已加推[开盘时间详情],101#等已于2016年12月交房,上海市青浦区置鼎路889弄,400-890-0000转801141,121376平方米,203772平方米,1.02,35%,融信铂湾别墅每户都有停车位。,186栋,778户,融信物业,3.40元/㎡·月
